50 5000 25000
704 895 713 1365
530 619 2767 205
1021 686 1449 3301
601 345 910 4998
327 503 2767 3171
565 455 653 4565
139 559 1365 653
1205 1200 4626 1365
1230 251 883 2760
617 161 2526 3171
1356 29 2767 5186
446 538 3573 653
27 799 4420 1365
500 90 4384 210
699 1066 5048 2537
1264 557 5576 1623
1403 510 1623 4261
1169 927 2760 1131
831 468 1365 10
1320 1237 4565 2060
719 130 4384 4820
330 931 628 4626
151 689 4820 4261
1265 1182 740 4626
919 980 740 4652
944 385 883 4384
1301 760 2526 4652
418 891 883 713
1066 905 2060 5008
772 971 3301 1299
40 650 3301 5186
857 263 628 3171
952 859 2046 1835
401 653 5008 4384
1170 347 10 628
624 706 3171 1835
94 775 5008 1449
417 1223 20 5008
862 443 2673 2526
377 588 5186 2526
796 1180 465 3573
595 774 1131 4652
221 913 2673 3573
1013 1048 4820 465
592 585 1449 4384
968 315 1365 205
527 598 4820 1449
672 310 4675 4779
1132 1106 1365 3307
1042 771 2760 628
283 688 205 2760
1013 1072 3307 10
684 472 910 5048
757 734 883 5186
1059 29 5186 2767
813 797 5008 628
1090 480 1835 1131
184 949 5048 1573
81 851 910 4420
193 781 4652 5186
348 790 3865 5008
1361 937 3301 2673
605 777 20 4261
1363 987 2537 4820
854 560 2760 4261
227 696 3301 4820
1189 859 1835 2046
1245 238 1449 3181
1326 709 2673 883
38 210 210 4820
1333 766 1449 3573
567 342 1623 3573
894 1271 3237 2673
790 584 4779 4420
446 1221 4626 3627
1092 348 5048 2767
264 1051 3627 2060
18 895 4384 4420
1216 660 4820 1835
1126 903 2526 4675
1020 997 4626 2526
19 844 2760 5186
913 669 2526 1835
263 932 1299 5048
581 232 4565 1835
105 953 20 2060
242 1096 3301 4675
240 566 4384 3301
1329 927 10 713
1015 1017 3301 1835
595 674 4626 1432
614 743 2767 883
1399 628 713 2114
95 283 883 5008
548 894 2046 1573
654 210 1623 210
768 210 1623 210
668 672 1573 3171
1280 1061 4675 2060
196 734 5186 883
243 1201 910 465
1339 823 210 2060
662 931 628 4626
875 572 10 1623
813 1005 465 2060
477 466 4565 4779
1380 509 3171 5186
237 1099 1432 3307
844 194 2060 3307
12 792 3171 4420
718 859 1835 2046
805 585 1449 4384
234 301 3865 4565
119 1066 5048 2537
957 305 4820 740
1109 278 3627 1365
331 949 5048 1573
668 787 465 1299
665 698 2526 2760
83 596 4820 3865
65 1048 3627 465
1080 618 3865 3372
861 946 3237 210
424 730 2526 20
120 405 205 2673
241 703 3573 1432
258 631 2114 628
555 503 4565 5048
487 932 2767 2673
1206 624 4820 2767
1342 1090 4565 2760
1137 268 883 4998
491 797 740 3181
66 73 3865 5186
609 1469 3372 2537
1366 981 1623 4565
1374 555 1573 205
445 911 3171 1131
128 861 1299 3372
1140 730 465 5048
612 370 210 910
448 818 5576 2537
267 949 5048 1573
49 428 1131 2767
1352 653 4675 1299
813 573 3865 2046
727 922 3573 3181
111 1018 4384 3237
947 797 628 5008
1018 1192 4652 883
153 673 628 4652
1296 341 2673 1299
1335 491 2537 3307
1004 629 2114 205
599 635 5186 205
111 1178 5048 2673
1350 625 1432 3627
1438 983 4779 4998
931 1223 20 5008
1433 698 2760 2526
18 384 4384 10
1314 901 1449 2673
1209 688 3301 2114
646 605 5186 713
1117 735 653 20
1228 370 210 10
1010 232 3181 5186
1258 510 5008 653
361 1045 628 1131
226 414 4384 1299
244 206 4626 4779
1430 1020 1131 1623
1199 687 2060 628
277 905 3237 2760
1394 760 740 1573
1054 547 10 4420
496 349 3865 4261
1377 616 4384 2114
181 427 5008 1365
485 1271 3237 2673
819 771 4384 653
587 689 628 20
815 1230 628 713
327 298 2767 10
256 795 1573 1131
592 736 2673 20
778 490 2526 910
1340 566 740 3865
529 1130 1432 1299
365 1018 3237 4384
545 820 2673 910
532 744 2060 4384
894 905 4779 210
182 278 1365 3627
739 732 628 3573
354 930 1131 1299
950 972 3307 1835
1311 562 1449 2046
1127 95 3171 740
759 673 3181 1299
433 247 5576 2526
137 381 1365 4261
1429 330 1835 1449
1061 698 10 3237
621 820 2673 910
65 384 4384 10
319 251 4820 3171
312 1017 3301 1835
108 1134 713 4384
944 612 5186 465
554 1312 2767 3307
1069 265 5576 10
68 437 910 4384
1146 616 2673 740
200 946 3237 210
265 477 4652 465
457 152 740 2046
769 687 1299 2060
749 636 4652 3181
253 496 3301 210
680 554 1573 4565
309 427 5008 1365
250 1117 3307 1131
56 482 2673 3307
539 146 1365 1623
12 1178 5048 2673
262 498 4626 3181
719 376 4820 1623
840 451 1449 1131
484 1048 4820 1131
1315 1469 2537 3372
967 235 205 740
613 1066 5008 1299
882 334 4261 1449
1017 625 205 3301
474 773 2526 653
737 303 2767 4565
1328 471 3171 3301
601 480 1835 1131
1085 496 210 3301
833 981 1623 4565
232 735 4626 10
845 959 210 1131
287 571 3171 5008
1304 575 2526 3627
736 1099 205 465
207 522 4626 1131
675 599 883 5048
1250 1261 2060 1449
188 636 4652 3181
1162 645 5008 1432
1240 22 3237 1131
1396 1405 3573 4652
449 1301 1623 4626
860 657 210 1573
716 433 4652 4675
190 650 1835 628
844 667 5048 1835
941 619 2767 205
681 596 205 3865
258 478 3181 4261
932 220 3372 5008
752 659 4261 1835
1409 1339 2537 1365
1386 859 2046 1835
1019 1227 3372 4779
1037 1012 205 4626
353 472 5048 2046
425 498 4626 3181
284 560 2767 2046
761 1044 210 713
65 154 2046 1623
1179 908 1299 3627
628 154 4420 1131
12 699 4626 1449
635 1068 465 2526
224 1209 4779 3627
554 703 205 1835
734 1331 20 2760
444 1159 2046 465
1058 1000 3237 1623
1114 1137 3301 1573
27 461 5008 5048
633 649 910 2767
630 1018 4384 3237
622 1355 1623 2537
13 895 4384 4420
50 83 740 1365
264 562 2114 5576
157 849 4420 740
282 818 465 4261
641 132 5048 4261
854 472 1573 628
233 385 883 4384
1371 286 4675 4420
1334 267 2046 4998
1142 482 2673 3307
392 106 3301 5008
748 631 2114 4820
1325 938 5576 1131
710 1221 3627 4626
977 558 1432 2767
1135 718 4820 3573
539 328 2114 4261
1257 777 20 4261
551 945 4820 4626
110 510 465 713
544 1287 1623 465
582 218 1365 4998
1086 347 10 628
934 1237 2060 4565
1055 1286 3307 1449
1123 515 5576 20
1038 359 3627 740
1305 724 713 3372
1115 844 5186 2760
1217 750 2760 1432
1242 389 3372 210
56 630 2767 713
546 727 5048 4384
117 61 5186 1449
236 376 1623 4820
104 903 4675 2526
702 686 4420 2537
695 852 4420 5008
1327 362 210 5576
1052 699 1449 4626
757 741 4820 4779
961 301 3865 4565
973 657 1449 910
872 591 5008 210
981 750 2767 3573
1085 566 3627 2114
347 1432 3307 5048
1042 853 910 3237
802 881 628 4675
414 630 1573 5186
1043 1150 4261 2537
564 1201 1299 713
1409 1180 465 3573
263 987 4652 713
153 743 2537 2673
763 660 1835 4820
1344 596 3865 4820
1302 688 3301 2114
373 369 713 653
1082 396 1835 4626
436 638 5048 210
430 1835 1365
509 2537 4384
1073 2046 5048
578 883 5576
1414 2767 3301
1080 3372 3865
992 1365 3865
992 4779 2537
341 1449 10
1086 3181 3865
755 1449 1623
869 3301 740
872 3307 5186
196 653 1623
1006 3573 1131
67 1299 2767
478 4626 5186
402 5186 465
640 910 4675
39 2060 5048
826 2537 5186
943 3301 4626
1414 10 4420
1319 653 4820
555 3865 4420
15 1449 210
786 4626 5186
1291 2060 1365
591 1573 1432
952 4626 2046
1243 3573 1131
582 1623 4779
918 2114 2760
316 910 1432
794 1432 5576
887 2114 4998
106 4626 2046
757 4261 4820
824 3237 4261
905 1449 3372
261 4384 4998
1215 1573 2526
318 653 2046
1065 2114 1835
1029 3181 3865
832 4998 4779
415 4779 1365
511 4565 2060
1138 2114 2673
313 1623 3627
827 210 20
497 5008 713
140 653 1299
1424 2526 1432
966 4261 4420
760 4420 2767
949 5048 5576
496 740 1432
820 5186 2060
943 3171 4779
378 5048 1131
112 4675 3181
857 3307 4675
394 1573 2526
480 5576 3237
341 4384 910
865 4384 2060
462 2673 5048
1330 713 2046
1412 1299 2114
1359 3181 3627
118 3307 3627
218 3627 2046
281 4675 2526
59 1131 4420
453 4420 4675
729 653 4384
1300 4626 1449
983 4675 4565
1043 2760 4261
226 3237 1835
799 1432 465
251 1131 2060
291 1835 1573
519 1573 5576
589 4820 2114
1133 4675 2760
221 205 2046
972 3372 4384
1200 4420 3237
406 4565 713
410 5186 3301
1067 628 1131
354 210 2114
1418 465 3301
291 3372 4820
193 910 4820
295 3573 2767
1187 5048 5008
935 20 4565
752 1432 4652
1034 1131 4652
533 1623 5576
887 3307 1131
738 713 1131
1029 3307 3627
1094 2760 1365
1390 2114 5186
1009 5008 5576
505 3301 1432
145 4820 2526
245 4675 4261
1239 883 4384
515 3181 2767
320 883 205
1133 740 5186
1392 1432 5008
1193 210 1432
747 5576 10
993 1623 10
903 4779 1835
990 1573 3237
1252 2760 4779
243 3372 3627
1385 5186 2526
906 5048 3237
329 1299 5576
486 3301 4820
1374 4384 2526
442 5186 1432
789 2760 4652
285 628 1449
1150 3573 4779
1291 5008 2060
1341 740 3237
470 4998 1449
1274 5048 465
1278 713 2046
1084 1131 713
87 465 3307
748 4820 1573
905 1131 4261
615 1299 3181
467 5186 1299
240 3573 3627
710 205 653
544 4261 1299
816 1573 883
1238 3573 210
708 2760 1623
195 3627 3372
432 3181 2767
1211 3307 4420
428 2760 4261
941 1365 465
41 713 4626
217 2760 210
1413 3181 3627
1247 4261 2537
293 4820 5576
916 1131 3171
756 205 3865
1192 4820 3237
409 3307 3573
1413 1573 4675
880 10 713
714 653 5576
267 1573 20
819 465 4565
573 2526 1449
672 2060 5008
681 713 5576
1377 653 2526
496 5576 2526
1256 1432 3171
890 3301 4652
236 2526 628
1152 883 3307
5 1131 713
914 4998 1432
267 3573 2046
883 653 1131
316 4779 4420
1088 4565 4779
747 3171 4652
235 2060 4652
905 1449 2537
95 1835 4626
657 3237 2537
704 3372 4820
785 4626 910
1431 4420 1449
520 205 3627
682 3171 4384
632 20 4779
471 5008 3307
822 4652 1449
959 3237 4565
1023 5048 3865
391 2114 210
1078 4261 205
875 4384 1365
336 1432 2526
710 1623 3301
1182 3573 20
1312 210 3301
549 2673 2767
570 3171 1573
831 5186 10
25 713 3573
506 2060 1623
717 2673 1573
357 2046 5008
927 628 2046
763 1365 653
483 3627 465
324 2673 4420
1191 4779 5576
171 1131 2060
802 1573 5186
907 4384 1835
1017 2526 628
1122 1573 4675
302 1449 5186
425 1299 3573
938 2767 2537
616 2673 4626
282 3865 2537
767 3372 4420
86 1835 465
71 3237 4652
231 3237 10
1313 2060 628
902 3171 2060
892 3627 3181
1154 4420 1365
1431 3237 910
704 465 4998
1240 1623 4420
606 2673 4998
266 205 3181
854 2760 1449
1392 2060 4384
669 1365 205
1309 2673 1432
810 4420 2673
1096 210 2114
1051 1432 20
428 3865 2526
453 2760 4261
744 628 1449
642 4820 205
906 2046 3307
1220 2060 10
445 1835 5048
190 2060 1573
82 3307 3627
737 5008 740
998 4261 740
1375 1432 3301
772 10 628
316 4384 1131
493 740 4820
793 2673 5008
934 5008 2046
114 4675 1432
925 653 1432
352 3372 653
538 2046 2060
1028 2114 4384
988 3237 4779
812 2046 1449
970 740 465
104 2537 628
194 1299 4565
981 2537 3372
396 2060 3237
847 653 3865
504 713 3627
1109 4384 5576
361 4779 210
318 2046 1299
54 910 205
602 1432 910
304 3627 4565
659 3171 713
675 3301 4626
306 4626 1449
290 883 210
184 2760 740
1108 3627 3181
1082 2060 1365
295 2060 4820
552 5186 5048
1333 4384 1835
565 3301 3627
1242 4626 2767
1281 4261 3301
1163 4565 1131
1042 3372 3171
761 3181 2114
1052 4626 1623
1288 2760 205
999 2767 653
33 5048 1131
1336 1835 4779
386 205 713
1386 4998 1573
1121 4626 2046
1150 4779 1299
1270 910 465
148 20 4998
981 3573 2060
943 3573 5576
638 628 4420
112 2673 2760
154 2760 1299
1311 4652 3865
882 1835 4420
468 3171 2537
381 5186 1432
1346 2114 2673
381 2114 5008
278 465 2537
276 4820 5048
268 3237 3171
692 5048 3865
1094 20 2767
2 3865 2060
1262 4998 5048
344 5186 5576
886 1835 5048
841 1573 713
300 2114 4384
396 4384 10
477 5186 1449
585 2114 5048
564 3865 4626
1297 1131 653
930 1365 3372
1400 1131 1299
719 628 1623
120 3307 653
420 628 4779
689 4675 4998
1166 205 4779
183 2537 4261
619 653 3372
476 4420 465
1278 4820 3237
783 4384 2673
80 2760 2537
992 205 1365
917 210 1449
130 910 3181
212 3372 2046
287 4384 205
1322 20 4998
695 1432 2767
924 4998 3171
937 210 5186
1100 1573 1299
239 3865 1432
1308 2760 3181
877 3865 1131
1339 4565 2767
1382 2673 5048
1407 4384 1573
1277 1623 1299
656 210 3307
986 4820 4565
530 4261 4652
7 4820 4652
979 4626 713
985 740 465
714 20 1835
1206 1573 5186
1075 3181 3372
1069 3181 4675
1408 740 3372
620 5576 5048
670 713 3865
200 2760 1432
74 713 4779
1337 3627 2526
1111 3301 4652
792 713 1432
796 3301 4420
876 4261 2060
161 5576 4998
1143 2060 2114
54 1623 2760
1259 3307 1573
293 2046 5186
1346 5576 210
846 4779 4675
133 4261 1835
589 628 465
487 4820 2046
1102 1835 4261
212 740 2760
115 2537 1449
1212 1623 4820
503 4820 740
407 1365 465
597 3171 20
1403 4998 210
1408 3237 2114
119 3301 4652
1356 1573 2673
768 5186 3181
287 1299 4675
583 5048 3307
162 20 3372
665 10 1835
422 4626 4384
544 3237 3307
257 5186 3237
355 10 1835
148 3171 205
1237 2673 713
189 205 4652
1378 2046 1365
431 465 4820
266 3307 3237
660 713 4998
1019 4820 3181
165 205 2767
1439 3573 4626
752 2060 4820
647 910 2767
1335 4998 210
1237 20 4384
123 4998 1573
1250 4626 2060
575 20 5186
265 3307 883
26 883 3865
1395 210 3181
171 2673 1299
462 4420 4675
284 1432 4420
1108 2114 3627
765 2767 3237
602 1623 4998
1412 1432 4652
480 2046 2060
1231 4626 5576
1170 5008 4820
396 628 2767
499 5048 3307
1275 5008 210
1218 1449 2060
394 20 4820
420 3372 4565
120 20 3573
28 3865 2537
1162 5048 3573
680 4779 1835
149 1835 2760
1379 4565 1131
823 2760 3181
1130 3171 4626
657 3307 1299
710 3372 3171
1229 2673 1432
1220 883 5576
820 5576 4420
184 10 653
579 4652 4261
735 3865 10
1114 2114 4675
433 1835 1365
1368 3237 740
107 1432 1365
134 4420 20
1421 3171 2537
949 3307 3171
1134 3171 2767
145 20 910
880 4420 210
426 3171 5576
860 5008 465
1027 2767 653
403 205 3865
880 740 910
1009 2767 4261
518 4652 1131
84 20 3372
229 4384 628
981 4675 4779
1408 1365 1573
1374 4779 10
961 5576 4652
1236 2060 1573
676 4998 465
117 713 4652
635 4779 210
720 3171 3573
821 205 4652
363 205 4675
331 5048 2767
1031 4261 210
1079 2537 4820
198 1299 5008
1404 2046 3237
612 628 653
447 1623 2760
1015 5008 4565
273 20 4779
1315 4820 465
1315 2767 4820
1129 2114 1835
1437 4565 4261
872 2760 2114
1228 3372 210
1428 3171 2673
1312 4565 2114
443 628 3372
1145 1623 2114
810 4675 1573
1393 4820 3181
954 2767 3372
823 2046 653
255 1623 2760
43 4675 20
1343 3171 653
1215 653 2526
90 5048 4420
1235 4820 740
477 1449 20
208 20 4779
391 2526 4565
412 1835 5008
616 1573 2046
1403 713 2046
583 4261 5186
276 4675 2526
484 3307 205
490 1573 2767
16 910 10
840 4565 3372
753 4675 4998
1328 3372 3181
899 3307 740
491 5576 2046
41 1573 4626
1151 465 4626
1424 5186 910
1173 4998 2537
602 1623 1449
1227 465 3181
123 4998 5048
1122 10 4420
601 3307 910
381 10 2114
379 3181 3865
496 4675 713
253 3372 5048
1306 2767 1131
444 5008 4779
895 1573 20
1428 883 3627
994 1365 5186
1190 910 628
1320 1573 4820
1229 628 2114
286 2114 2760
411 1131 883
277 3372 210
593 10 1131
48 4626 653
36 1835 205
903 4261 713
653 3865 5048
406 883 5186
58 3307 3171
1402 883 3573
1035 1299 4652
1185 1365 3627
210 2046 1449
131 3307 3865
167 2537 4779
942 1573 20
156 4652 883
434 1432 1623
492 5576 4261
454 2046 465
1075 20 2767
156 210 628
655 2767 3301
335 713 3237
87 465 1365
882 4675 4420
390 1432 1623
1338 4565 210
223 4626 4820
188 5186 740
907 2060 3372
937 2526 3573
846 4652 1365
34 5576 3627
173 2767 1131
242 4652 1573
1037 465 4384
833 4261 205
928 210 1573
1116 205 20
455 3237 205
1393 3181 3627
671 3171 2114
577 2537 5576
750 4779 2046
864 3372 1449
461 3237 2537
1022 3627 883
641 1449 2046
887 1432 3372
560 1131 210
1321 1365 5048
1311 1131 3301
67 2060 713
648 1835 910
221 4626 3307
555 20 1365
137 3865 4626
651 4820 3301
1410 4998 3372
530 3171 1432
411 2767 628
154 3372 4626
222 3627 5048
724 1573 2046
946 3307 1573
61 2760 628
70 5048 740
721 4626 740
691 3627 2537
1221 2114 3307
64 3865 20
219 1432 1299
441 10 1623
1311 20 2060
620 2526 4779
549 628 1299
757 3865 3301
265 1365 4626
496 3372 3301
263 910 205
211 4652 4779
857 4779 2767
395 4565 4626
280 1131 4261
832 1573 3307
338 3573 20
566 3181 910
1324 3301 1432
204 2673 3573
775 1365 2060
1130 1432 3372
239 10 1573
609 1432 3627
854 4779 1432
3 2760 5008
698 883 2537
1304 2060 210
579 2673 4675
430 3171 2673
235 5576 910
960 2537 5186
1357 4565 1449
78 2537 20
444 210 3171
757 3301 210
70 2537 2046
244 4565 1449
724 1573 3627
79 4820 2114
373 3301 1131
175 4998 628
1262 4261 5186
1229 5008 2760
599 4998 910
1091 3865 910
401 628 1432
181 2046 3573
1252 1835 4261
234 2526 1835
469 3865 713
779 1432 3573
1238 2046 465
263 2760 4652
29 910 713
1264 3372 2537
1089 1835 2526
1260 4626 653
455 3301 3171
439 2760 3307
508 3307 1299
1287 210 713
957 1299 3171
1220 3301 4420
1250 2760 3573
1074 20 4565
151 5048 2060
399 5576 4261
204 2537 3627
243 653 4779
751 3171 4820
470 2537 4675
1427 2060 10
1080 1131 5576
890 10 910
396 5576 20
991 20 2767
1279 3237 4261
1284 4652 4384
87 628 5576
710 3573 4998
1052 3865 20
911 1573 3372
551 3372 3181
1313 465 2060
269 3307 2537
1133 20 4779
844 4998 1449
1426 465 4261
182 4626 1432
195 740 4998
803 3573 20
908 2114 1835
288 910 3865
303 4261 713
996 205 653
1178 713 1449
1087 2060 2114
552 5048 910
538 1573 5008
543 4675 4779
1368 3171 2046
212 653 3372
1021 3865 4626
944 5186 5576
426 910 2060
253 4565 628
1233 3181 1623
1439 1573 1449
715 3627 740
587 2537 740
197 20 883
342 3372 628
749 10 4626
274 5186 10
101 1623 3372
629 5048 5576
1167 740 20
1246 4384 1835
852 2537 4652
41 10 205
447 1432 740
1305 1432 713
645 1449 4384
193 2767 3372
1438 1432 3865
1184 4820 2760
482 4652 3865
418 1623 3627
106 205 1131
1268 4261 20
126 740 2114
1058 20 1573
1140 5048 4261
1394 4652 4420
1195 5008 205
1097 713 1573
1098 4820 1432
991 653 210
648 5186 2060
783 2060 5048
543 1432 3865
1183 4779 20
420 4384 4652
316 2060 4820
889 5186 1365
1056 4420 5008
1064 2060 713
638 1299 4384
1154 1573 4565
327 1623 2767
1206 4652 1299
1103 1299 4820
11 4626 1365
1327 1365 910
669 2060 4261
1042 1299 3372
624 4779 4652
1337 628 2760
590 4626 653
59 465 3171
884 2046 4420
182 628 210
453 4779 205
1397 3372 2526
1144 465 4261
1017 4779 205
546 740 465
700 2537 2760
1032 2046 3627
750 2114 1131
508 653 5576
850 3237 1131
1391 3573 3237
1111 2760 210
198 3627 1623
1109 10 5186
324 3307 1432
476 4261 3301
507 740 2046
3 2046 4565
987 2760 465
1402 2526 2537
910 2526 4565
1092 5008 4998
267 4420 3307
288 1299 4261
1014 2673 4384
1244 3573 2114
396 4820 4261
681 10 1365
1381 5008 3865
1364 1131 5008
1169 2060 4998
646 2537 3237
320 653 2060
976 2060 1131
516 3181 2046
532 2767 1299
800 3171 205
1200 4652 3181
891 2767 1835
544 713 2114
1107 4420 3301
1195 883 1365
1423 210 2767
499 910 4820
589 4675 4626
355 3237 3865
999 4565 10
1088 2537 4420
45 2673 1623
305 5576 10
593 2114 4820
1204 4675 1299
955 1573 740
953 2046 3372
1421 3181 3372
162 2114 4675
1230 4420 3372
667 4261 1835
464 20 2114
564 653 883
891 10 3307
1045 5008 3865
234 628 883
217 4261 1449
402 3181 628
1434 210 1365
837 1835 1449
724 1131 1835
854 2673 3181
550 628 210
229 210 713
998 1623 2060
917 205 1623
96 3171 5008
474 5576 713
945 883 1835
424 4565 653
38 2046 910
620 5576 10
774 3301 3573
806 205 2526
1053 713 4820
1281 4998 2767
1004 2526 4420
1176 628 4779
82 1835 4675
892 2526 3372
465 1299 4652
1085 10 628
419 1365 883
1097 2760 1365
582 5576 3307
423 4626 4652
1427 2767 3237
1035 3307 628
989 713 2114
313 5576 1131
574 653 2526
1252 1623 4675
471 4384 2537
52 4565 3372
1141 4675 2526
169 3372 2767
617 3573 3181
807 3301 3573
647 20 210
41 1432 3573
913 2526 3865
664 1835 3237
1355 3865 2767
754 4384 5186
327 5008 3627
368 10 2526
985 3301 5186
352 3237 2046
999 2760 4384
913 5186 465
386 3627 713
922 883 10
838 2060 5186
679 3181 210
1082 4998 3171
892 653 1573
322 628 2060
1044 1623 4779
108 3171 740
71 628 1449
1163 5048 10
944 2046 910
1065 1131 2537
847 1299 4675
167 20 3237
1060 1449 2673
1254 1573 3865
858 4779 2673
590 5048 883
113 628 4652
23 4820 2673
600 2673 3181
574 4420 20
1100 4626 1131
1267 1299 205
887 713 3237
573 5186 1623
1431 1835 2114
830 1432 3627
300 4261 4565
933 2767 2526
943 5576 5008
450 5576 3865
804 2537 628
1225 2537 3372
1112 2114 3307
1209 4675 628
1372 2673 2760
1055 4626 628
417 3171 1432
159 3171 740
92 2526 465
1093 1623 3865
1202 1623 653
1107 2114 3627
924 4626 5576
1234 5048 5576
647 3372 1573
757 4626 1835
714 2760 3627
761 5048 2114
664 2114 5008
1023 910 4652
846 3573 883
1359 2114 3301
823 1365 4626
1437 3372 2767
767 3171 1299
371 740 4565
825 1432 20
987 2046 1573
480 2537 3865
1431 3307 910
97 210 4779
35 3301 1835
902 4652 5008
803 5048 740
947 4565 2060
1010 628 910
736 3627 5186
413 4652 3865
1384 3301 713
1118 3301 2537
580 2767 1835
844 740 713
9 465 4779
695 628 740
873 205 1365
1189 5048 3181
1088 3372 713
1030 3181 205
462 1835 205
1234 2767 5186
1360 1573 4565
374 4675 1365
1077 4420 5008
1155 4420 3372
734 3372 883
453 628 3171
555 3307 2537
298 3237 210
669 3237 3307
581 653 883
152 1131 1432
791 4820 1432
966 3627 1131
139 2046 713
426 20 1623
1333 1365 910
736 1131 5048
939 4565 3181
658 4675 1449
94 205 3301
1421 2760 1131
1029 5576 3627
1073 10 2760
1435 5576 713
1242 1131 3181
56 2114 3301
250 1432 1131
31 4384 2060
559 4998 2060
727 2537 3865
201 3307 5048
214 3573 628
1396 1573 4820
120 4779 2526
549 1449 1299
409 713 4820
25 10 2760
81 4675 3237
618 4779 3181
867 4565 210
1281 2046 4565
699 5008 3181
1097 628 1365
817 4420 5048
1184 3181 205
1310 3573 4998
962 2526 3372
748 4261 4820
39 740 4652
1061 4626 3627
772 1835 5048
594 3171 1835
115 3237 910
408 4998 3627
29 465 653
1404 1449 4675
398 2767 2760
1324 2760 3301
1334 713 740
1115 4384 3372
1138 2060 4675
164 2114 3171
1289 883 740
1332 205 4565
414 2767 1835
396 5048 3372
249 1432 4261
1437 1432 3865
1033 5048 2537
969 3307 2060
799 910 4565
108 713 2673
1036 5186 3865
488 2526 4779
464 1299 3372
838 3301 910
1095 910 4779
1014 465 1573
1215 4779 2537
171 740 10
254 1449 3372
669 4652 3307
698 740 628
72 5008 4652
895 5008 2760
190 1573 2526
1362 1573 713
936 4779 205
712 1623 910
755 3627 3372
881 653 3573
110 628 1449
680 4820 883
752 2537 5576
79 1131 5186
269 210 3627
813 3627 3573
417 1835 3627
421 653 883
366 910 3181
1034 2537 3865
1082 4779 5186
898 4384 2060
464 1131 5186
1223 628 465
455 628 3307
155 1365 2767
1386 3372 2060
374 713 20
395 465 4384
1374 4675 2673
515 4420 3237
1403 10 2046
1202 10 1432
317 1623 2673
1315 628 465
1326 2060 5008
401 2537 10
788 1365 2046
320 4420 2673
936 4565 2060
892 10 713
1354 465 4384
251 4652 2673
1087 2046 628
1060 4652 10
313 2060 910
971 3372 1449
443 4820 3301
719 1131 4420
724 1573 628
1238 3372 3573
591 1573 4565
864 3627 4384
954 465 2760
772 2046 713
518 2760 5186
347 883 4779
78 2767 4652
84 20 1432
762 1131 4384
350 3573 3171
804 1365 910
646 4675 1623
950 740 653
595 653 4779
894 1299 4261
39 465 4998
1309 2526 1835
1046 4652 3181
1138 4998 5008
697 4626 1835
871 2046 5008
1319 3237 4261
979 1835 205
684 5576 4998
309 5048 3307
1224 10 713
208 3171 1432
458 628 4261
1123 1432 4675
49 2060 628
42 5008 4675
1309 4820 3237
522 2060 653
75 3171 3237
485 205 3573
829 713 3237
144 883 4261
1260 4820 3372
1380 3237 2526
1140 2114 740
890 2537 205
1306 1835 1573
1338 5008 1432
625 3301 713
1073 2673 20
569 4675 3181
336 2114 3171
499 3237 465
410 4820 713
1078 5186 910
321 3865 1432
578 4384 3865
33 2526 4261
977 2767 4261
1214 3237 2526
925 5186 5048
22 653 5008
1338 3237 2767
1010 1449 10
34 2767 3181
1339 1365 2526
521 2114 713
328 2767 1432
1283 1835 1299
453 5576 4384
1076 2046 4565
1101 4420 465
673 10 2537
1051 3573 4675
480 628 2046
1412 1835 5186
675 883 713
630 1449 2673
1176 1573 5186
58 4384 2673
1101 3307 4820
426 883 4779
1377 3171 2760
1317 2046 205
529 4998 2537
91 1432 740
323 3573 2760
236 3372 205
1047 1432 4675
1111 465 4384
1257 5048 2767
971 1299 1449
403 4675 1623
636 1449 2060
1368 4420 2537
936 3573 3237
680 5186 5576
1121 1131 3181
891 210 4420
1145 3865 3181
711 4779 4420
242 4820 1131
518 4820 5186
1154 20 3237
954 1299 3171
450 713 740
1130 4998 653
683 1365 210
6 465 628
1151 1835 2046
480 4626 210
6 628 3181
1405 2673 4626
753 2537 4261
1323 3307 5186
849 4384 4998
1231 4384 4652
725 20 4626
1096 3301 2526
836 4261 5576
1120 3573 2673
161 4675 1835
789 4420 5186
1194 3372 2526
885 3171 1449
28 2760 2537
1376 2673 1131
805 1131 2537
315 4384 1365
1001 3573 883
1007 4420 4261
1043 4652 4261
1352 4675 210
1012 2537 1449
921 4626 1835
723 2760 3573
739 4779 3627
1003 3573 653
1190 653 3627
623 4675 3573
62 628 1623
1105 3237 4384
1017 3301 740
461 1365 1835
1255 4820 653
538 2114 3865
1149 713 2046
241 4675 10
1282 20 4652
292 1623 4652
457 4565 3301
740 3372 1623
108 3865 465
632 3573 4261
303 653 2537
2 1432 2760
1332 1623 4820
1241 740 1449
151 4626 1131
1152 2767 4779
710 210 2673
607 205 4652
161 205 1573
406 2760 10
819 1835 4652
323 4626 5008
620 2537 2046
339 3237 4420
483 1365 5008
675 2526 910
1410 910 628
1439 20 653
298 910 4998
446 1449 2060
904 5008 2114
1359 1432 1365
909 653 5008
447 2046 2767
470 3627 628
437 1449 4652
895 210 1623
607 2673 2526
441 1131 883
376 210 1299
193 5186 3301
1425 1131 653
766 20 2673
1214 3307 210
116 3627 2114
553 10 4675
1321 653 1623
488 20 1449
929 1365 1299
1178 1835 628
528 4998 3171
18 4652 910
431 2673 3627
875 4384 2046
387 4420 5048
908 2760 3865
825 10 713
1063 5048 1449
1199 5186 3865
